,market_id,created_at,store_id,subtotal,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration,delivery_id,linear_ests
19835,1.0,2015-02-21 19:36:43,5497,2600,19.0,19.0,18.0,561.0,70945,3003.0
19836,2.0,2015-02-19 03:32:59,874,6485,73.0,49.0,67.0,707.0,84621,2479.0
19837,2.0,2015-02-25 02:28:54,874,3595,58.0,37.0,53.0,710.0,75020,2559.0
19838,2.0,2015-02-25 03:13:15,874,4120,47.0,34.0,54.0,749.0,57747,2865.0
19839,2.0,2015-02-19 02:55:57,874,1450,75.0,44.0,69.0,497.0,59072,2255.0
19840,2.0,2015-02-23 01:58:49,874,2490,55.0,40.0,61.0,410.0,69243,2395.0
19841,2.0,2015-02-25 01:48:40,874,4840,50.0,41.0,47.0,329.0,39051,2086.0
19842,2.0,2015-02-24 04:25:56,874,1075,36.0,35.0,43.0,503.0,66819,2533.0
19843,2.0,2015-02-22 00:46:25,874,1495,34.0,34.0,45.0,394.0,181,2486.0
19844,2.0,2015-02-22 03:56:54,874,2150,40.0,34.0,70.0,779.0,60946,3382.0
19845,2.0,2015-02-20 01:46:49,1264,3750,87.0,84.0,104.0,110.0,41979,2013.0
19846,2.0,2015-02-25 05:41:11,1264,1250,17.0,17.0,16.0,841.0,67383,2872.0
19847,2.0,2015-02-22 02:28:26,1264,6150,108.0,106.0,215.0,604.0,134829,4437.0
19848,2.0,2015-02-21 01:06:17,1264,3600,76.0,72.0,108.0,182.0,230246,2485.0
19849,2.0,2015-02-18 19:38:57,1264,7052,47.0,42.0,79.0,476.0,181869,3005.0
19850,2.0,2015-02-21 01:39:44,1264,1000,114.0,103.0,165.0,986.0,34561,3748.0
19851,2.0,2015-02-25 05:19:07,1264,2550,23.0,16.0,15.0,870.0,90868,2776.0
19852,2.0,2015-02-20 20:01:49,1264,4000,58.0,31.0,44.0,699.0,197740,2394.0
19853,2.0,2015-02-25 02:28:57,1264,2200,91.0,67.0,94.0,671.0,153315,2535.0
19854,1.0,2015-02-19 01:46:31,1264,1950,91.0,68.0,77.0,954.0,208509,3007.0
19855,6.0,2015-02-23 04:25:00,5300,2350,,,,231.0,75981,
19856,1.0,2015-02-18 21:49:55,1857,1400,19.0,17.0,16.0,718.0,122468,3169.0
19857,1.0,2015-02-20 19:33:54,1857,700,28.0,28.0,31.0,849.0,37065,3401.0
19858,1.0,2015-02-24 00:54:13,1857,2200,25.0,25.0,30.0,630.0,67706,3187.0
19859,1.0,2015-02-23 20:05:01,1857,700,31.0,31.0,43.0,833.0,116862,3559.0
19860,1.0,2015-02-25 00:49:30,1857,3400,24.0,18.0,16.0,138.0,1548,2342.0
19861,1.0,2015-02-19 02:20:27,1857,1100,50.0,48.0,55.0,576.0,193629,3007.0
19862,6.0,2015-02-24 02:55:51,4151,1990,,,,492.0,64460,
19863,6.0,2015-02-23 19:32:42,4151,3740,,,,547.0,226879,
19864,6.0,2015-02-19 04:05:20,4151,2819,,,,214.0,56945,
19865,6.0,2015-02-25 03:55:22,4151,4892,,,,214.0,190206,
19866,2.0,2015-02-21 18:10:28,810,2400,17.0,17.0,19.0,775.0,185553,2854.0
19867,2.0,2015-02-19 03:29:25,810,2100,90.0,78.0,119.0,391.0,102734,2665.0
19868,2.0,2015-02-18 17:34:19,810,2300,8.0,7.0,8.0,903.0,138890,3023.0
19869,2.0,2015-02-22 16:42:26,810,2600,5.0,5.0,4.0,235.0,102397,2178.0
19870,2.0,2015-02-23 18:24:59,810,1100,12.0,7.0,6.0,287.0,103586,2135.0
19871,2.0,2015-02-22 20:45:23,810,3150,53.0,51.0,51.0,534.0,136017,2300.0
19872,2.0,2015-02-19 23:02:52,810,2050,18.0,7.0,9.0,778.0,141414,2693.0
19873,6.0,2015-02-24 19:47:57,1454,930,,,,202.0,173756,
19874,6.0,2015-02-18 21:50:02,1454,575,,,,222.0,158485,
19875,6.0,2015-02-23 21:56:31,1454,995,,,,363.0,147993,
19876,6.0,2015-02-21 22:48:32,1454,920,,,,286.0,187600,
19877,6.0,2015-02-23 19:41:43,1454,1535,,,,222.0,235054,
19878,1.0,2015-02-22 01:43:52,1334,1906,13.0,13.0,16.0,69.0,18112,2506.0
19879,1.0,2015-02-21 21:16:53,1334,2123,15.0,10.0,8.0,110.0,186724,2367.0
19880,4.0,2015-02-24 00:42:48,2134,3730,24.0,23.0,20.0,413.0,52526,2300.0
19881,4.0,2015-02-19 01:51:54,2134,1495,54.0,53.0,83.0,459.0,238005,2910.0
19882,4.0,2015-02-21 05:51:36,2134,2589,20.0,18.0,21.0,500.0,91308,2542.0
19883,2.0,2015-02-21 01:25:00,3973,6255,88.0,83.0,133.0,836.0,224502,3524.0
19884,2.0,2015-02-24 03:29:25,3973,3247,91.0,72.0,99.0,743.0,55963,2698.0
19885,2.0,2015-02-20 21:25:56,3973,8434,44.0,37.0,37.0,712.0,29822,2495.0
19886,2.0,2015-02-23 20:44:36,3973,2648,37.0,35.0,57.0,315.0,214267,2578.0
19887,2.0,2015-02-23 01:14:34,3973,4233,97.0,69.0,82.0,532.0,102079,1975.0
19888,2.0,2015-02-22 01:21:58,3973,2853,71.0,68.0,120.0,632.0,218794,3427.0
19889,2.0,2015-02-22 23:45:17,3973,2028,35.0,29.0,34.0,111.0,166592,1913.0
19890,1.0,2015-02-22 01:11:45,1038,3150,0.0,0.0,0.0,340.0,212651,2845.0
19891,1.0,2015-02-21 21:28:05,1038,1750,0.0,0.0,0.0,829.0,82703,3454.0
19892,6.0,2015-02-21 01:36:45,6069,4948,,,,376.0,205296,
19893,6.0,2015-02-22 01:29:46,6069,4600,,,,209.0,31798,
19894,6.0,2015-02-23 02:40:04,6069,7525,,,,436.0,53526,
19895,6.0,2015-02-24 22:18:53,6069,1950,,,,428.0,144759,
19896,6.0,2015-02-23 02:08:15,6069,3020,,,,624.0,200771,
19897,6.0,2015-02-24 01:33:38,6069,5650,,,,485.0,178857,
19898,6.0,2015-02-23 03:31:34,6069,4200,,,,501.0,236883,
19899,1.0,2015-02-21 02:23:05,5104,6000,0.0,0.0,0.0,985.0,112057,3648.0
19900,1.0,2015-02-23 00:45:50,5104,4625,0.0,0.0,0.0,846.0,219617,3475.0
19901,1.0,2015-02-23 02:45:49,5104,4425,0.0,0.0,0.0,717.0,82776,3314.0
19902,1.0,2015-02-24 02:16:27,5104,5500,0.0,0.0,0.0,394.0,15123,2912.0
19903,1.0,2015-02-19 04:44:08,5104,3575,0.0,0.0,0.0,203.0,129117,2674.0
19904,1.0,2015-02-25 03:20:14,5104,3200,0.0,0.0,0.0,460.0,235378,2994.0
19905,1.0,2015-02-21 17:03:07,3785,1495,3.0,2.0,1.0,98.0,203356,2492.0
19906,2.0,2015-02-19 02:01:03,3780,2790,,,,1005.0,201638,
19907,5.0,2015-02-25 03:14:01,757,645,24.0,23.0,32.0,729.0,138678,3131.0
19908,3.0,2015-02-25 03:32:22,5336,895,33.0,24.0,24.0,769.0,241597,2900.0
19909,3.0,2015-02-23 20:34:27,5336,975,24.0,23.0,34.0,596.0,77758,3082.0
19910,3.0,2015-02-21 04:34:42,5336,2470,32.0,32.0,29.0,149.0,194955,2200.0
19911,3.0,2015-02-23 21:08:32,5336,3945,21.0,21.0,37.0,395.0,147195,2968.0
19912,3.0,2015-02-18 20:16:50,5336,1975,27.0,21.0,26.0,909.0,83321,3256.0
19913,3.0,2015-02-23 05:27:01,5336,1725,12.0,12.0,13.0,484.0,135001,2804.0
19914,6.0,2015-02-24 02:07:48,5186,3300,,,,713.0,46731,
19915,6.0,2015-02-21 23:01:34,5186,1850,,,,1153.0,20820,
19916,6.0,2015-02-23 00:14:07,5186,7875,,,,1021.0,175632,
19917,6.0,2015-02-22 03:36:36,5186,1400,,,,440.0,138774,
19918,6.0,2015-02-22 04:36:04,5186,1400,,,,1073.0,83951,
19919,6.0,2015-02-19 02:37:33,5186,1900,,,,282.0,183825,
19920,1.0,2015-02-20 02:02:52,1970,2490,47.0,47.0,46.0,168.0,110796,2372.0
19921,1.0,2015-02-18 20:02:27,1970,1695,26.0,26.0,29.0,240.0,149572,2653.0
19922,1.0,2015-02-23 01:14:17,1970,1445,41.0,37.0,40.0,679.0,81387,3066.0
19923,1.0,2015-02-25 03:32:05,1970,1095,41.0,40.0,63.0,338.0,72828,3112.0
19924,1.0,2015-02-19 20:18:16,1970,1890,27.0,26.0,26.0,855.0,137331,3335.0
19925,1.0,2015-02-23 22:29:26,1970,895,16.0,15.0,17.0,464.0,223588,2947.0
19926,1.0,2015-02-24 22:27:25,1970,1095,15.0,10.0,11.0,238.0,202492,2591.0
19927,1.0,2015-02-18 21:55:46,1970,1695,23.0,14.0,13.0,331.0,6057,2565.0
19928,4.0,2015-02-25 04:17:39,1383,975,11.0,6.0,7.0,420.0,222912,2401.0
19929,4.0,2015-02-20 02:40:55,1383,2330,11.0,11.0,18.0,615.0,232340,2845.0
19930,4.0,2015-02-19 00:18:35,1383,1220,10.0,7.0,7.0,522.0,184416,2541.0
19931,4.0,2015-02-18 19:46:12,1383,975,12.0,5.0,5.0,378.0,73376,2293.0
19932,2.0,2015-02-21 01:05:07,5687,3296,76.0,72.0,108.0,562.0,203192,2959.0
19933,2.0,2015-02-25 01:39:34,5687,3495,69.0,64.0,75.0,489.0,129320,2355.0
19934,3.0,2015-02-20 03:36:23,5687,3595,89.0,62.0,102.0,249.0,195615,2562.0
19935,2.0,2015-02-23 01:37:49,5687,4896,115.0,60.0,98.0,810.0,191955,2371.0
19936,2.0,2015-02-24 02:32:24,5687,3897,99.0,44.0,65.0,462.0,144146,1655.0
19937,2.0,2015-02-20 01:21:17,5687,5884,68.0,57.0,71.0,391.0,108833,2214.0
19938,2.0,2015-02-23 03:27:20,5687,2996,101.0,69.0,97.0,802.0,156739,2553.0
19939,2.0,2015-02-23 02:23:17,5687,4297,122.0,74.0,116.0,523.0,127312,2165.0
19940,2.0,2015-02-22 19:17:57,5687,4895,24.0,24.0,28.0,760.0,94960,2843.0
19941,1.0,2015-02-19 02:22:51,210,3120,50.0,48.0,55.0,779.0,201154,3260.0
19942,1.0,2015-02-21 23:12:10,210,1270,18.0,16.0,20.0,460.0,249693,2960.0
19943,1.0,2015-02-25 03:48:14,210,3895,49.0,35.0,42.0,900.0,220519,3241.0
19944,1.0,2015-02-21 02:09:39,210,2650,68.0,56.0,69.0,618.0,144684,2951.0
19945,1.0,2015-02-25 03:30:44,210,2875,59.0,41.0,43.0,421.0,140295,2429.0
19946,1.0,2015-02-21 02:38:32,210,1245,67.0,64.0,87.0,775.0,29556,3496.0
19947,1.0,2015-02-24 01:51:53,210,2880,51.0,44.0,44.0,801.0,43966,3060.0
19948,1.0,2015-02-24 01:32:17,210,2070,40.0,40.0,47.0,846.0,83519,3423.0
19949,1.0,2015-02-25 02:21:46,210,1495,59.0,50.0,51.0,803.0,189706,3014.0
19950,2.0,2015-02-19 01:52:42,1381,4200,90.0,75.0,91.0,618.0,54586,2370.0
19951,2.0,2015-02-21 01:20:50,1381,4600,88.0,83.0,133.0,677.0,3767,3326.0
19952,2.0,2015-02-21 23:58:13,1381,3500,32.0,29.0,32.0,848.0,222348,2847.0
19953,2.0,2015-02-20 01:52:34,1381,3800,91.0,87.0,118.0,886.0,133839,3180.0
19954,2.0,2015-02-21 02:19:27,1381,2150,125.0,124.0,193.0,490.0,233812,3370.0
19955,2.0,2015-02-23 02:01:20,1381,7700,123.0,81.0,125.0,378.0,41778,2110.0
19956,5.0,2015-02-21 02:36:46,5299,3935,129.0,127.0,178.0,638.0,232903,3370.0
19957,2.0,2015-02-22 01:50:30,5299,2775,94.0,91.0,168.0,641.0,88476,3856.0
19958,2.0,2015-02-22 02:41:25,5299,5780,113.0,112.0,237.0,559.0,141172,4712.0
19959,2.0,2015-02-24 04:46:29,5299,1745,43.0,41.0,39.0,677.0,129179,2486.0
19960,2.0,2015-02-19 02:14:14,5299,3880,101.0,85.0,108.0,398.0,238793,2176.0
19961,2.0,2015-02-21 01:55:16,5299,5730,118.0,115.0,193.0,785.0,195468,3936.0
19962,2.0,2015-02-25 02:01:29,5299,3985,87.0,58.0,78.0,402.0,244390,1998.0
19963,2.0,2015-02-20 01:58:28,5299,6570,91.0,86.0,123.0,921.0,144027,3337.0
19964,2.0,2015-02-19 02:20:46,5299,1845,102.0,86.0,115.0,657.0,99852,2622.0
19965,2.0,2015-02-24 03:07:07,5299,2780,87.0,58.0,90.0,675.0,237273,2594.0
19966,2.0,2015-02-23 02:21:27,6805,3550,59.0,48.0,68.0,696.0,182105,2768.0
19967,2.0,2015-02-21 02:28:33,6805,1325,62.0,62.0,97.0,308.0,75543,2750.0
19968,2.0,2015-02-23 22:13:05,6805,2325,29.0,20.0,24.0,788.0,203947,2721.0
19969,2.0,2015-02-21 00:21:52,6805,3900,31.0,31.0,32.0,470.0,243333,2382.0
19970,2.0,2015-02-19 03:40:34,6805,3850,70.0,41.0,61.0,503.0,135970,2210.0
19971,2.0,2015-02-19 02:02:51,6805,2125,62.0,44.0,52.0,731.0,172081,2438.0
19972,2.0,2015-02-21 05:34:00,6805,3000,27.0,24.0,37.0,739.0,4161,2950.0
19973,2.0,2015-02-24 01:10:32,6805,2475,37.0,32.0,28.0,710.0,2732,2471.0
19974,4.0,2015-02-22 02:12:21,6805,2750,46.0,45.0,93.0,427.0,81917,3295.0
19975,2.0,2015-02-19 04:49:36,6805,700,40.0,30.0,34.0,844.0,39749,2721.0
19976,2.0,2015-02-19 02:30:12,6805,3100,69.0,38.0,56.0,375.0,29255,1984.0
19977,2.0,2015-02-22 20:47:00,6805,3800,40.0,39.0,45.0,740.0,187150,2765.0
19978,2.0,2015-02-22 21:47:58,6805,3725,40.0,40.0,49.0,630.0,229551,2707.0
19979,2.0,2015-02-18 18:32:52,4210,810,21.0,10.0,11.0,548.0,155916,2370.0
19980,2.0,2015-02-21 21:05:38,4210,1840,76.0,69.0,96.0,173.0,15781,2238.0
19981,2.0,2015-02-24 03:41:50,4210,1845,95.0,92.0,130.0,750.0,23784,3154.0
19982,2.0,2015-02-22 19:18:32,4210,395,53.0,48.0,58.0,305.0,136000,2185.0
19983,2.0,2015-02-23 00:56:51,4210,2915,94.0,79.0,100.0,574.0,73821,2402.0
19984,2.0,2015-02-19 19:37:04,4210,2000,63.0,51.0,78.0,477.0,234360,2610.0
19985,2.0,2015-02-21 01:48:38,4210,4295,129.0,125.0,206.0,220.0,161046,3226.0
19986,2.0,2015-02-19 02:57:50,4210,3270,129.0,102.0,167.0,520.0,79746,2923.0
19987,4.0,2015-02-21 17:57:59,4210,1640,34.0,31.0,33.0,794.0,86658,2801.0
19988,1.0,2015-02-18 20:49:49,4709,8000,24.0,20.0,18.0,801.0,203206,3197.0
19989,1.0,2015-02-21 06:03:06,4709,1200,5.0,5.0,5.0,675.0,193331,3237.0
19990,1.0,2015-02-19 03:24:45,4709,1100,16.0,15.0,23.0,766.0,160392,3451.0
19991,1.0,2015-02-20 05:19:05,4709,1000,13.0,9.0,8.0,294.0,77348,2642.0
19992,1.0,2015-02-22 04:13:52,4709,1000,21.0,21.0,25.0,519.0,185011,3047.0
19993,1.0,2015-02-22 02:28:12,4709,1800,19.0,19.0,23.0,760.0,158225,3357.0
19994,1.0,2015-02-20 04:07:04,4709,600,21.0,21.0,22.0,786.0,141593,3316.0
19995,2.0,2015-02-20 01:13:26,2313,918,74.0,72.0,87.0,398.0,209121,2345.0
19996,2.0,2015-02-23 00:38:22,2313,589,71.0,71.0,79.0,242.0,25374,2046.0
19997,2.0,2015-02-20 19:30:08,2313,1899,73.0,67.0,90.0,358.0,112799,2413.0
19998,2.0,2015-02-25 03:08:51,2313,3454,115.0,114.0,161.0,227.0,204598,2623.0
19999,2.0,2015-02-22 03:57:32,2313,1530,130.0,127.0,168.0,224.0,99264,2386.0
20000,1.0,2015-02-21 17:06:14,4007,1710,4.0,2.0,2.0,605.0,160626,3126.0
20001,1.0,2015-02-21 06:08:03,4007,910,5.0,4.0,4.0,661.0,103396,3205.0
20002,1.0,2015-02-22 20:04:04,4007,1215,6.0,6.0,10.0,444.0,139503,3030.0
20003,4.0,2015-02-24 00:13:24,1270,689,32.0,34.0,40.0,122.0,244202,2133.0
20004,4.0,2015-02-22 00:38:12,1270,1500,55.0,47.0,76.0,553.0,248006,2899.0
20005,4.0,2015-02-24 21:41:22,1270,1775,38.0,38.0,47.0,859.0,150261,3055.0
20006,4.0,2015-02-21 19:50:03,1270,2870,56.0,41.0,67.0,524.0,184547,2692.0
20007,4.0,2015-02-20 02:30:58,1270,850,120.0,116.0,178.0,503.0,62603,3272.0
20008,4.0,2015-02-25 04:56:11,1270,1841,50.0,51.0,51.0,434.0,106646,2288.0
20009,4.0,2015-02-18 20:37:41,1270,1500,86.0,83.0,123.0,828.0,29729,3393.0
20010,4.0,2015-02-23 05:14:57,1270,1500,33.0,31.0,36.0,553.0,53727,2585.0
20011,2.0,2015-02-19 01:22:21,2331,5230,73.0,64.0,70.0,398.0,28962,2056.0
20012,2.0,2015-02-18 19:47:31,2331,2595,54.0,47.0,80.0,728.0,25853,3169.0
20013,2.0,2015-02-22 02:36:29,2331,3835,141.0,141.0,276.0,451.0,174238,4665.0
20014,2.0,2015-02-21 01:11:13,2331,2685,91.0,87.0,137.0,527.0,169859,3138.0
20015,2.0,2015-02-19 01:44:33,2331,3085,96.0,81.0,107.0,351.0,30761,2221.0
20016,2.0,2015-02-21 01:57:33,2331,6430,134.0,129.0,230.0,511.0,249896,3976.0
20017,2.0,2015-02-24 01:15:48,2331,3340,85.0,81.0,79.0,795.0,223323,2392.0
20018,2.0,2015-02-22 02:51:05,2331,3685,150.0,149.0,267.0,798.0,194432,4674.0
20019,2.0,2015-02-20 20:47:13,2331,3979,88.0,70.0,105.0,414.0,80895,2489.0
20020,2.0,2015-02-24 01:48:50,2331,6000,109.0,89.0,94.0,584.0,29711,1925.0
20021,5.0,2015-02-21 04:14:37,4979,1850,63.0,59.0,99.0,650.0,125088,3454.0
20022,5.0,2015-02-20 03:39:08,4979,2700,55.0,34.0,54.0,334.0,153097,2426.0
20023,5.0,2015-02-21 20:10:28,4979,3199,22.0,22.0,30.0,917.0,214354,3368.0
20024,4.0,2015-02-20 04:10:05,1244,5048,83.0,66.0,101.0,245.0,134251,2371.0
20025,4.0,2015-02-22 20:29:10,1244,1924,58.0,56.0,62.0,171.0,80542,2004.0
20026,4.0,2015-02-24 01:46:39,1244,2922,89.0,86.0,97.0,684.0,23748,2579.0
20027,4.0,2015-02-24 21:07:23,1244,1698,62.0,59.0,76.0,438.0,126721,2537.0
20028,4.0,2015-02-25 05:12:35,1244,2124,33.0,26.0,28.0,556.0,107683,2452.0
20029,4.0,2015-02-21 02:01:53,1244,2746,128.0,127.0,214.0,296.0,32388,3551.0
20030,4.0,2015-02-23 02:07:18,1244,2174,121.0,95.0,158.0,587.0,163347,3072.0
20031,2.0,2015-02-21 03:12:17,408,3925,129.0,124.0,199.0,276.0,117322,3153.0
20032,2.0,2015-02-24 01:12:01,408,1575,49.0,48.0,54.0,318.0,234029,2194.0
20033,2.0,2015-02-20 20:11:23,408,1000,63.0,31.0,50.0,274.0,22202,1895.0
20034,2.0,2015-02-25 02:52:15,408,1300,89.0,81.0,122.0,567.0,173712,2948.0
20035,2.0,2015-02-25 03:42:48,408,3850,78.0,65.0,88.0,291.0,237626,2202.0
20036,2.0,2015-02-19 01:10:13,408,3300,49.0,41.0,45.0,324.0,35742,2057.0
20037,2.0,2015-02-24 20:55:54,408,2875,47.0,35.0,35.0,685.0,194478,2373.0
20038,2.0,2015-02-23 01:55:53,408,3850,120.0,90.0,120.0,560.0,106575,2227.0
20039,2.0,2015-02-22 21:20:22,408,4750,54.0,45.0,46.0,485.0,68944,2154.0
20040,2.0,2015-02-19 02:42:26,408,2800,104.0,71.0,117.0,540.0,204727,2581.0
20041,3.0,2015-02-22 01:29:49,1972,3360,32.0,22.0,21.0,399.0,7481,2409.0
20042,5.0,2015-02-21 02:34:04,3279,2275,25.0,23.0,32.0,144.0,25612,2383.0
20043,5.0,2015-02-20 21:49:19,3279,2345,14.0,7.0,7.0,146.0,1720,2176.0
20044,5.0,2015-02-21 23:14:06,3279,3870,11.0,11.0,15.0,184.0,80341,2426.0
20045,1.0,2015-02-22 00:12:20,684,1957,25.0,20.0,20.0,432.0,22612,2760.0
20046,1.0,2015-02-19 04:49:59,684,2836,32.0,27.0,28.0,276.0,21505,2552.0
20047,1.0,2015-02-22 05:16:35,684,3756,24.0,12.0,11.0,487.0,177454,2711.0
20048,1.0,2015-02-20 02:22:46,684,4147,61.0,59.0,72.0,262.0,21960,2688.0
20049,3.0,2015-02-24 03:03:48,5727,2177,27.0,27.0,28.0,370.0,51256,2586.0
20050,3.0,2015-02-23 02:18:53,5727,2665,26.0,26.0,33.0,880.0,104884,3355.0
20051,3.0,2015-02-21 04:48:51,5727,2177,18.0,16.0,15.0,677.0,149227,2942.0
20052,3.0,2015-02-23 00:25:25,5727,3573,15.0,15.0,15.0,646.0,213521,2969.0
20053,3.0,2015-02-23 01:53:05,5727,2645,23.0,23.0,34.0,730.0,246630,3268.0
20054,1.0,2015-02-21 21:12:36,6915,710,6.0,6.0,6.0,510.0,157026,3026.0
20055,1.0,2015-02-20 19:23:11,6915,910,3.0,3.0,3.0,724.0,177475,3308.0
20056,1.0,2015-02-21 21:29:24,6915,910,6.0,5.0,5.0,724.0,102824,3278.0
20057,5.0,2015-02-19 04:41:00,1246,2300,20.0,17.0,19.0,181.0,213936,2290.0
20058,5.0,2015-02-22 00:25:22,1246,2600,8.0,7.0,10.0,731.0,71892,3086.0
20059,5.0,2015-02-21 02:23:42,1246,3900,27.0,24.0,30.0,536.0,30300,2782.0
20060,5.0,2015-02-22 20:52:01,1246,2195,22.0,14.0,13.0,176.0,231259,2137.0
20061,5.0,2015-02-19 01:15:59,1246,1900,16.0,15.0,18.0,384.0,135131,2614.0
20062,5.0,2015-02-19 01:43:12,1246,3100,20.0,19.0,22.0,1120.0,5151,3510.0
20063,5.0,2015-02-23 02:38:00,1246,2630,32.0,24.0,39.0,641.0,69509,3007.0
20064,4.0,2015-02-20 00:00:38,4666,899,29.0,29.0,33.0,841.0,102398,2972.0
20065,4.0,2015-02-24 22:36:18,4666,1398,18.0,17.0,20.0,911.0,64242,3078.0
20066,4.0,2015-02-19 19:09:04,4666,11093,62.0,61.0,124.0,314.0,237491,3394.0
20067,4.0,2015-02-21 22:11:26,4666,2899,56.0,51.0,62.0,873.0,145293,2952.0
20068,4.0,2015-02-23 22:49:21,4666,1749,26.0,14.0,14.0,836.0,190928,2720.0
20069,4.0,2015-02-23 23:41:39,4666,899,20.0,20.0,29.0,508.0,152251,2709.0
20070,4.0,2015-02-19 17:55:51,4666,1424,11.0,5.0,6.0,564.0,126038,2566.0
20071,1.0,2015-02-23 20:10:48,3143,2697,12.0,12.0,19.0,290.0,183457,2872.0
20072,1.0,2015-02-24 01:06:38,3143,1528,13.0,13.0,11.0,661.0,106125,3136.0
20073,1.0,2015-02-19 02:25:45,3143,4871,30.0,29.0,33.0,1346.0,52336,4017.0
20074,1.0,2015-02-20 03:26:20,3143,3096,28.0,28.0,31.0,150.0,172730,2531.0
20075,1.0,2015-02-21 00:03:51,3143,1201,17.0,11.0,16.0,432.0,177339,2893.0
20076,1.0,2015-02-20 05:15:20,3143,3823,16.0,13.0,6.0,607.0,133261,2903.0
20077,1.0,2015-02-25 01:20:53,3143,2647,14.0,14.0,17.0,1144.0,215800,3840.0
20078,1.0,2015-02-22 02:40:00,3143,2744,29.0,29.0,28.0,338.0,222559,2675.0
20079,1.0,2015-02-23 04:45:13,5497,3050,34.0,33.0,51.0,223.0,173613,2897.0
20080,1.0,2015-02-22 03:56:03,5497,1400,51.0,51.0,80.0,1139.0,193092,4202.0
20081,1.0,2015-02-21 03:29:54,5497,4000,54.0,54.0,104.0,138.0,128572,3388.0
20082,2.0,2015-02-20 02:49:26,5497,1700,53.0,52.0,60.0,571.0,73334,2532.0
20083,1.0,2015-02-24 03:08:57,5497,2400,34.0,34.0,45.0,744.0,181479,3411.0
20084,1.0,2015-02-23 00:14:26,5497,2300,25.0,25.0,30.0,736.0,107532,3319.0
20085,2.0,2015-02-24 04:35:22,874,5145,33.0,33.0,37.0,734.0,191972,2765.0
20086,2.0,2015-02-20 03:41:13,874,3120,67.0,45.0,71.0,807.0,190718,2834.0
20087,2.0,2015-02-20 01:53:45,874,3970,59.0,59.0,71.0,513.0,4140,2529.0
20088,2.0,2015-02-20 20:18:13,874,1826,69.0,57.0,62.0,648.0,215568,2323.0
20089,2.0,2015-02-21 20:38:32,874,7430,44.0,43.0,55.0,880.0,21821,3047.0
20090,2.0,2015-02-19 03:10:06,874,4700,72.0,49.0,71.0,619.0,222585,2474.0
20091,2.0,2015-02-20 02:37:20,874,6000,77.0,59.0,88.0,225.0,159078,2181.0
20092,2.0,2015-02-19 01:23:17,874,2940,40.0,35.0,37.0,986.0,167269,2928.0
20093,2.0,2015-02-25 03:02:42,874,1350,53.0,41.0,57.0,654.0,54059,2646.0
20094,2.0,2015-02-22 01:04:55,874,3450,36.0,35.0,51.0,507.0,117673,2709.0
20095,2.0,2015-02-19 21:15:23,1264,1300,48.0,33.0,33.0,666.0,247686,2301.0
20096,2.0,2015-02-21 01:34:31,1264,1325,104.0,95.0,151.0,761.0,69784,3419.0
20097,2.0,2015-02-22 01:08:48,1264,2400,64.0,62.0,92.0,159.0,120760,2418.0
20098,2.0,2015-02-21 20:27:59,1264,2050,54.0,52.0,59.0,702.0,135668,2654.0
20099,3.0,2015-02-22 01:42:11,1264,2150,91.0,91.0,157.0,495.0,129488,3807.0
20100,2.0,2015-02-21 03:58:37,1264,1600,116.0,114.0,185.0,778.0,65940,3802.0
20101,2.0,2015-02-25 01:29:09,1264,2075,64.0,58.0,67.0,521.0,239393,2363.0
20102,2.0,2015-02-19 03:19:38,1264,5950,89.0,79.0,130.0,836.0,89366,3467.0
20103,2.0,2015-02-19 20:46:50,1264,2000,51.0,47.0,55.0,239.0,99661,2085.0
20104,6.0,2015-02-22 03:53:57,4151,1175,,,,87.0,251068,
20105,6.0,2015-02-23 02:14:16,4151,995,,,,154.0,177526,
20106,3.0,2015-02-23 03:08:32,5078,3946,,,,616.0,106464,
20107,1.0,2015-02-18 17:37:06,5669,1600,6.0,3.0,1.0,818.0,235962,3323.0
20108,2.0,2015-02-22 17:03:42,810,1200,7.0,6.0,8.0,280.0,133174,2273.0
20109,2.0,2015-02-24 03:22:51,810,2550,82.0,64.0,98.0,294.0,23695,2348.0
20110,2.0,2015-02-23 03:40:02,810,3200,85.0,66.0,103.0,651.0,17854,2827.0
20111,2.0,2015-02-23 18:03:43,810,2100,12.0,4.0,3.0,738.0,234439,2653.0
20112,2.0,2015-02-18 17:09:04,810,2300,6.0,5.0,7.0,522.0,93638,2580.0
20113,2.0,2015-02-22 17:16:30,810,2200,9.0,9.0,10.0,476.0,218429,2501.0
20114,2.0,2015-02-19 03:28:04,810,1400,90.0,78.0,119.0,747.0,212199,3109.0
20115,4.0,2015-02-21 01:13:16,2134,11260,57.0,36.0,66.0,108.0,247070,2167.0
20116,2.0,2015-02-24 01:10:41,2134,15170,37.0,32.0,34.0,109.0,8930,1851.0
20117,4.0,2015-02-20 21:09:35,2134,1220,51.0,36.0,44.0,686.0,155875,2534.0
20118,4.0,2015-02-19 03:24:05,2134,4290,68.0,47.0,84.0,590.0,177770,2861.0
20119,4.0,2015-02-19 19:44:54,2134,4380,43.0,43.0,58.0,283.0,21749,2441.0
20120,4.0,2015-02-18 23:42:28,2134,4578,14.0,7.0,7.0,597.0,177003,2556.0
20121,4.0,2015-02-22 04:50:04,2134,4259,33.0,32.0,54.0,712.0,221723,3161.0
