market_id,created_at,store_id,subtotal,total_onshift_dashers,total_busy_dashers,total_outstanding_orders,estimated_store_to_consumer_driving_duration,delivery_id
2,2015-02-19 05:44:19,6388,3107,32,37,42,512,17772
2,2015-02-19 23:50:38,6388,1590,41,36,42,509,8359
2,2015-02-23 01:24:37,5694,1307,105,63,98,581,159560
2,2015-02-22 20:50:10,5694,1038,52,51,51,884,222587
2,2015-02-21 02:25:25,5694,2125,127,125,182,801,124964
2,2015-02-20 19:53:04,5694,2476,56,35,43,716,57411
2,2015-02-23 01:11:19,5694,1057,97,69,82,790,117969
2,2015-02-24 20:25:24,5694,1458,46,27,31,587,185079
2,2015-02-23 00:54:45,5694,3813,66,62,64,886,101519
2,2015-02-25 05:20:30,5694,1536,22,19,14,515,26716
2,2015-02-21 02:02:09,5694,3035,121,116,188,529,11432
2,2015-02-23 02:27:56,5694,868,119,70,119,665,43451
2,2015-02-22 21:40:03,5694,1537,52,45,41,568,162090
2,2015-02-24 03:26:37,5694,668,83,66,94,774,6230
2,2015-02-22 01:14:51,5694,978,67,67,103,690,247588
2,2015-02-25 02:01:24,5694,849,87,58,78,787,80763
2,2015-02-20 02:35:17,5694,1548,111,78,131,779,100369
2,2015-02-21 02:51:22,5694,1397,132,127,181,454,196244
2,2015-02-25 00:45:23,5694,2425,30,29,35,853,178061
2,2015-02-18 23:23:30,6388,3680,28,28,37,421,29680
2,2015-02-19 02:33:10,6388,1990,117,92,139,449,220888
2,2015-02-23 02:01:22,6388,2390,140,97,140,694,69851
2,2015-02-24 21:46:39,6388,3030,42,28,30,424,239744
2,2015-02-23 00:20:47,6388,1145,63,61,66,382,118863
2,2015-02-23 03:40:08,6388,2685,125,117,154,417,57008
2,2015-02-20 20:17:10,6388,1145,88,67,98,260,213445
2,2015-02-22 20:32:49,6388,2385,75,60,60,210,227260
2,2015-02-25 01:34:58,6388,1391,80,78,90,412,140654
2,2015-02-23 01:38:35,6388,3130,129,90,122,585,83364
2,2015-02-20 23:06:49,6388,495,32,30,35,321,37590
2,2015-02-19 02:45:31,6388,2390,125,97,154,692,93730
2,2015-02-24 05:44:12,6388,1045,26,25,23,472,96362
2,2015-02-21 01:47:13,6388,3135,129,125,206,507,23303
2,2015-02-22 02:42:11,6388,1590,147,142,269,589,139215
2,2015-02-25 05:34:16,6388,1590,35,34,36,479,111698
2,2015-02-19 03:52:00,6388,3435,101,100,140,757,134173
2,2015-02-22 01:50:29,6388,2385,131,127,230,430,53593
2,2015-02-21 01:39:11,5694,1117,114,103,165,751,69469
2,2015-02-21 03:16:48,5694,1247,127,127,203,801,221200
2,2015-02-21 01:59:19,5694,4283,118,115,193,384,123714
2,2015-02-24 03:44:58,5694,499,75,69,87,889,230877
2,2015-02-22 00:05:28,5694,848,38,35,41,309,241467
2,2015-02-22 01:46:35,5694,6508,92,90,168,735,9556
2,2015-02-22 19:06:11,5694,309,23,18,20,803,126459
2,2015-02-19 02:56:30,5694,429,105,65,120,456,93493
2,2015-02-20 01:48:19,5694,978,87,84,104,708,94140
2,2015-02-19 01:24:05,5694,729,63,57,64,936,97932
2,2015-02-19 05:13:36,5694,1818,23,21,24,795,40212
2,2015-02-18 23:33:25,5694,2345,17,14,16,734,116960
2,2015-02-23 19:28:51,5694,1218,28,28,37,603,207121
2,2015-02-24 04:38:28,5694,1247,47,41,51,923,235229
2,2015-02-19 04:05:27,5694,1208,58,55,65,413,220094
2,2015-02-23 01:51:46,5694,2085,119,79,116,742,169688
2,2015-02-19 03:55:38,5694,1437,72,58,68,312,62949
2,2015-02-23 19:10:44,5694,1537,22,21,19,357,1317
2,2015-02-21 04:04:41,5694,827,111,109,181,774,18007
2,2015-02-24 02:59:49,5694,1480,95,52,81,636,220336
2,2015-02-23 04:08:36,5694,3205,66,62,76,855,9619
2,2015-02-25 01:14:50,6388,2185,63,57,71,566,64928
4,2015-02-25 01:45:25,6388,3280,82,78,100,446,192472
2,2015-02-23 00:23:18,6388,1840,63,61,66,439,162874
2,2015-02-22 05:39:55,6388,1690,55,55,88,491,207659
2,2015-02-25 00:23:02,6388,4420,39,39,43,487,206844
2,2015-02-25 03:23:03,6388,1145,115,112,154,357,129422
2,2015-02-19 22:04:25,6388,1890,47,31,30,714,61692
2,2015-02-19 03:51:19,6388,2390,101,100,140,542,211333
2,2015-02-22 04:28:11,6388,3085,109,109,161,452,4779
2,2015-02-20 05:20:23,6388,495,50,43,45,755,102931
2,2015-02-25 02:34:12,6388,4491,106,92,136,344,63212
2,2015-02-22 22:15:31,6388,1145,64,64,73,67,47789
2,2015-02-22 00:44:52,6388,2190,68,68,107,537,234267
2,2015-02-19 04:10:57,6388,2635,92,89,106,383,208079
2,2015-02-23 02:53:01,6388,2290,144,127,174,409,77730
2,2015-02-22 02:52:10,6388,2190,150,149,267,464,10010
2,2015-02-19 03:31:52,6388,1340,110,94,154,668,212061
2,2015-02-19 02:23:27,6388,2390,117,97,132,474,2401
2,2015-02-20 00:50:52,5694,2076,43,42,50,530,97554
2,2015-02-21 05:00:30,5694,1218,55,43,57,367,113267
2,2015-02-24 03:03:36,5694,1956,92,52,87,956,239472
2,2015-02-22 01:43:49,5694,2484,91,91,157,754,108332
2,2015-02-23 04:14:11,5694,2376,62,61,75,546,231600
2,2015-02-22 04:38:29,5694,1937,66,65,104,646,200190
2,2015-02-21 00:16:52,5694,978,27,27,37,762,4069
2,2015-02-18 21:09:29,5694,1424,49,44,45,478,50748
2,2015-02-22 22:54:01,5694,2624,40,31,31,808,19119
2,2015-02-20 03:35:19,5694,1207,89,62,102,735,228407
2,2015-02-25 01:35:12,5694,1347,69,64,75,617,215430
2,2015-02-18 21:48:07,3482,2377,20,19,15,225,220732
2,2015-02-24 02:12:35,3482,848,50,49,54,527,178639
2,2015-02-20 18:44:33,3482,698,20,13,14,223,103133
2,2015-02-23 01:16:13,6388,1540,112,97,126,453,178125
2,2015-02-21 02:45:35,6388,4725,159,153,237,525,126519
2,2015-02-22 04:40:14,6388,3780,95,93,138,456,223599
2,2015-02-21 03:55:59,6388,1095,157,155,207,271,129286
2,2015-02-24 19:03:26,6388,1890,30,28,42,525,9513
2,2015-02-22 22:26:50,6388,2085,63,63,77,620,202325
2,2015-02-22 00:45:49,6388,1290,68,68,114,494,142914
2,2015-02-23 00:02:52,6388,720,60,60,65,529,201269
2,2015-02-22 19:18:50,6388,3230,53,48,58,680,57110
2,2015-02-20 00:15:54,6388,1840,35,31,38,383,160843
2,2015-02-24 22:20:27,6388,1740,30,26,29,280,223418
2,2015-02-22 22:30:13,6388,1990,64,63,74,420,48036
2,2015-02-20 05:45:05,6388,2290,36,26,28,276,64553
2,2015-02-20 03:14:22,6388,1840,140,113,165,563,155832
2,2015-02-20 02:17:16,6388,845,143,98,155,425,123384
2,2015-02-20 02:10:59,6388,1095,143,96,155,414,231714
2,2015-02-24 20:26:50,3482,1197,49,37,47,113,207346
NA,2015-02-22 22:50:33,3482,1966,29,17,18,425,196156
2,2015-02-19 00:25:44,3482,1047,19,15,15,396,74285
2,2015-02-19 01:34:10,3482,848,48,39,42,526,103925
2,2015-02-21 01:20:57,3482,848,49,48,69,526,11644
2,2015-02-24 19:04:17,3482,2597,25,19,33,192,195248
2,2015-02-23 20:25:18,3482,649,41,41,67,422,108992
2,2015-02-23 01:42:20,3482,3054,52,38,53,393,121125
2,2015-02-23 20:49:40,3482,1333,42,43,68,427,64065
2,2015-02-21 20:11:31,3482,1068,40,39,60,350,131842
2,2015-02-22 21:40:20,3482,2026,40,40,49,217,153901
2,2015-02-21 00:31:50,3482,2946,30,30,32,238,36177
2,2015-02-24 00:04:56,3482,1309,25,15,20,274,27909
2,2015-02-23 20:36:04,3482,1568,40,40,64,410,26677
2,2015-02-19 04:53:20,2243,695,52,48,47,181,74781
2,2015-02-18 23:10:41,2243,595,31,31,37,839,150790
2,2015-02-19 05:28:09,2243,525,36,36,44,444,230852
2,2015-02-21 21:57:27,2243,2182,74,66,87,741,231230
2,2015-02-25 01:41:37,6388,895,83,78,90,454,189598
2,2015-02-25 01:06:06,6388,1145,60,59,71,412,79281
2,2015-02-23 02:52:43,6388,2190,144,127,174,319,54276
2,2015-02-23 03:20:07,6388,1145,135,126,168,516,209222
2,2015-02-21 19:12:48,6388,2390,58,57,59,732,126975
2,2015-02-19 01:48:18,6388,1295,98,83,103,786,32407
2,2015-02-18 21:53:36,6388,3680,40,39,56,360,232226
2,2015-02-21 02:32:13,6388,1990,157,153,228,389,70969
2,2015-02-24 20:24:12,6388,1790,63,63,82,563,36429
2,2015-02-25 01:47:54,6388,1785,82,78,100,488,214994
2,2015-02-19 02:15:49,6388,2190,119,102,128,366,46531
2,2015-02-23 01:14:37,6388,2340,112,102,123,534,49464
2,2015-02-22 05:16:51,6388,1045,62,62,110,473,159045
2,2015-02-20 18:37:04,2243,1619,NA,NA,NA,470,40558
2,2015-02-20 19:13:56,2243,754,62,53,65,579,122359
4,2015-02-23 18:34:30,2243,1688,17,17,22,767,209371
2,2015-02-25 02:51:53,2243,1230,112,103,154,576,9804
2,2015-02-20 02:23:14,2243,950,143,93,157,471,151549
2,2015-02-21 02:06:03,2243,1834,149,146,234,340,197772
2,2015-02-18 22:05:39,2243,754,38,29,40,889,158549
2,2015-02-22 00:20:31,2243,3145,67,63,82,253,250144
2,2015-02-19 04:57:38,2243,1109,53,48,49,471,98400
2,2015-02-21 19:32:20,2243,1349,61,60,66,428,187705
5,2015-02-25 02:30:11,2243,995,108,93,129,177,634
2,2015-02-24 20:07:19,2243,845,62,60,78,242,42827
2,2015-02-18 20:42:39,2243,1870,58,58,86,209,143987
2,2015-02-23 01:26:17,2243,845,120,86,125,496,37686
2,2015-02-22 19:10:18,2243,950,52,50,56,471,176190
2,2015-02-18 19:00:57,2243,1690,28,22,24,981,238804
2,2015-02-25 03:11:49,2243,1498,123,111,155,576,9231
2,2015-02-24 16:35:11,2243,919,9,9,10,508,237272
1,2015-02-21 02:08:06,6750,3350,48,46,60,497,31772
1,2015-02-21 03:43:58,6750,1800,56,55,95,154,143251
1,2015-02-22 22:38:24,6750,3050,17,17,22,796,250645
1,2015-02-19 04:05:50,6750,2445,47,45,60,185,37115
1,2015-02-20 00:29:01,6750,4300,23,16,15,313,197652
1,2015-02-22 01:12:53,6750,7800,37,35,32,737,240099
1,2015-02-20 01:00:30,6750,2293,25,23,22,755,186448
1,2015-02-20 22:18:21,1674,3250,3,3,4,745,245920
6,2015-02-23 03:54:57,2202,4725,NA,NA,NA,118,232360
6,2015-02-22 04:00:08,2202,5255,NA,NA,NA,1013,87688
2,2015-02-18 19:08:28,2243,1550,32,31,39,814,160799
2,2015-02-24 02:11:09,2243,1340,110,77,95,787,114177
2,2015-02-23 05:18:36,2243,1670,46,46,61,386,37720
2,2015-02-23 03:37:32,2243,2271,131,111,158,536,179499
2,2015-02-25 02:26:46,2243,1715,109,97,139,621,203027
4,2015-02-21 22:15:48,5765,8077,25,25,35,307,195240
4,2015-02-25 01:26:49,5765,1350,42,42,63,624,3069
4,2015-02-23 03:10:32,5765,1350,75,57,92,548,94774
4,2015-02-23 00:54:03,5765,1550,47,32,39,601,142833
4,2015-02-23 18:13:30,5765,1590,8,2,1,868,149044
4,2015-02-24 04:22:57,5765,1645,35,23,37,538,170551
4,2015-02-21 03:09:57,5765,1395,84,79,125,301,207316
4,2015-02-25 03:07:57,5765,1900,58,52,74,473,16393
4,2015-02-24 21:02:33,5765,850,37,37,35,489,112754
4,2015-02-23 02:38:57,5765,969,82,61,105,786,136501
4,2015-02-23 03:54:50,5765,2145,64,33,62,310,151564
4,2015-02-19 01:56:46,5765,1700,55,55,88,716,81272
4,2015-02-22 02:15:04,6977,6090,14,13,27,572,63303
4,2015-02-18 19:26:02,6977,4491,7,3,4,405,171565
1,2015-02-24 02:08:01,6977,3390,17,10,11,439,165582
4,2015-02-24 02:34:24,6977,3106,18,12,29,316,69555
4,2015-02-20 23:31:30,6977,1745,9,4,4,572,218164
4,2015-02-20 01:03:34,6977,3830,11,7,7,493,221034
4,2015-02-19 18:58:06,6977,50,5,5,6,223,147780
4,2015-02-21 20:26:32,6977,3820,11,11,13,513,112271
4,2015-02-24 20:58:38,6977,1660,5,4,4,538,235024
5,2015-02-20 04:50:45,3578,2208,18,16,16,388,47620
5,2015-02-20 17:43:02,3578,5155,3,3,4,834,23469
5,2015-02-22 22:04:09,3578,3104,14,14,14,728,195574
5,2015-02-22 19:38:03,3578,3138,14,13,17,238,202819
2,2015-02-20 23:52:29,5191,4840,37,36,51,555,118320
2,2015-02-22 03:38:15,5191,2790,144,143,215,237,36060
2,2015-02-24 01:49:52,5191,4320,109,89,94,531,149828
2,2015-02-19 03:01:24,5191,4635,125,106,163,877,120629
4,2015-02-22 21:13:51,5765,1926,41,28,26,729,28918
4,2015-02-24 18:23:50,5765,1044,7,6,6,643,38973
4,2015-02-24 19:24:14,5765,875,28,28,45,579,54489
4,2015-02-25 03:24:16,5765,1700,57,54,76,677,39943
4,2015-02-20 19:05:49,5765,1639,34,23,31,452,11328
4,2015-02-22 21:02:02,5765,970,40,31,28,589,57824
4,2015-02-20 19:41:28,5765,1125,51,48,61,410,37211
4,2015-02-18 19:50:17,5765,1298,37,36,60,462,191164
4,2015-02-20 20:02:03,5765,575,58,50,55,570,234682
3,2015-02-22 05:33:40,2948,974,7,7,8,663,29335
2,2015-02-25 03:03:54,5191,4610,108,107,160,947,135793
2,2015-02-20 23:15:44,5191,1325,33,32,42,286,236391
2,2015-02-24 01:56:10,5191,3945,112,90,100,110,135760
2,2015-02-22 00:38:30,5191,3035,67,66,97,676,15573
2,2015-02-22 02:08:13,5191,2340,132,129,242,330,221333
2,2015-02-25 04:13:40,5191,5235,84,70,95,397,38808
1,2015-02-21 02:00:49,5004,1998,68,54,62,379,223849
1,2015-02-20 04:07:13,5004,2249,49,49,57,472,179001
1,2015-02-18 23:26:11,5004,899,14,14,19,545,117779
1,2015-02-22 04:05:50,5004,1798,55,55,72,639,142076
1,2015-02-19 20:13:35,5004,1099,26,26,37,580,44979
1,2015-02-21 05:10:56,5004,2521,32,32,25,640,15661
1,2015-02-20 01:15:42,5004,1798,25,25,38,455,224689
1,2015-02-22 19:19:48,4814,1190,9,9,10,532,166832
1,2015-02-25 02:47:44,4814,795,17,17,23,1121,144314
2,2015-02-24 21:42:14,6051,1000,26,23,21,655,80055
2,2015-02-25 04:28:09,6051,1700,36,35,46,478,137994
2,2015-02-21 04:28:13,6051,4000,49,48,97,767,42024
2,2015-02-21 02:04:48,6051,1400,60,60,99,659,99083
2,2015-02-20 03:11:46,6051,2000,73,59,92,634,176976
2,2015-02-19 20:26:30,6051,1650,50,47,56,656,101245
2,2015-02-24 21:47:23,6051,2300,24,21,20,381,93859
2,2015-02-23 04:00:13,6051,3150,45,44,65,615,191420
2,2015-02-23 03:44:59,6051,1000,53,44,64,830,120949
2,2015-02-20 03:27:22,6051,2700,73,56,81,621,167256
2,2015-02-18 19:17:53,6051,4400,43,38,40,487,166428
2,2015-02-20 03:31:00,6051,1400,72,56,76,619,13367
2,2015-02-19 02:34:02,6051,1000,69,38,56,643,51965
2,2015-02-24 03:07:10,6051,1050,53,44,67,282,246613
2,2015-02-21 02:14:47,6051,4050,63,61,93,412,94605
2,2015-02-19 01:15:49,6051,3250,35,31,31,738,28161
2,2015-02-23 03:41:25,6051,2050,53,44,64,454,173930
1,2015-02-19 02:42:43,4814,2043,17,12,30,310,210075
1,2015-02-20 00:41:49,4814,1590,8,4,2,806,244935
1,2015-02-18 23:29:08,4814,795,8,3,3,404,12603
3,2015-02-19 02:28:31,651,5250,32,32,38,525,127199
3,2015-02-20 02:18:10,651,3300,30,29,34,622,204982
2,2015-02-24 02:00:33,651,2200,28,25,26,633,26138
3,2015-02-21 03:49:41,651,5600,48,47,44,226,222651
2,2015-02-23 01:32:32,651,3750,34,32,28,791,29618
3,2015-02-19 03:41:34,2277,3100,7,6,6,853,103128
2,2015-02-24 02:14:01,2608,3150,10,10,14,780,29198
1,2015-02-20 03:21:19,2608,2795,18,18,27,269,5808
1,2015-02-19 04:12:55,2608,917,9,9,10,390,144097
4,2015-02-21 02:47:55,2608,1795,17,17,26,557,190935
3,2015-02-19 18:42:59,178,1275,10,6,6,370,209734
3,2015-02-24 20:04:34,178,1250,28,21,21,558,147937
3,2015-02-20 18:00:50,178,725,8,7,8,371,36567
3,2015-02-19 16:39:08,178,1250,3,3,3,360,240732
3,2015-02-22 17:41:06,178,2425,12,12,16,463,183748
3,2015-02-18 20:56:12,2909,1655,2,1,0,433,58023
3,2015-02-22 01:56:21,2909,3125,8,5,5,672,119007
6,2015-02-23 02:32:38,5079,3450,NA,NA,NA,615,133668
3,2015-02-18 17:08:54,2970,1109,1,1,2,679,219453
5,2015-02-19 23:15:35,5738,898,7,5,5,384,208461
5,2015-02-24 23:58:52,5738,899,10,3,3,336,89058
5,2015-02-23 22:08:34,5738,869,9,9,11,450,181820
5,2015-02-25 00:30:11,5738,2307,14,10,10,450,211368
5,2015-02-24 00:22:51,5738,898,5,5,6,388,224906
6,2015-02-23 04:55:20,5810,1245,NA,NA,NA,636,52224
6,2015-02-21 19:10:04,5810,12400,NA,NA,NA,311,229289
1,2015-02-20 03:25:19,5810,4320,NA,NA,NA,881,20109
2,2015-02-22 18:51:53,5810,2800,NA,NA,NA,285,248767
1,2015-02-21 03:03:15,2608,2845,17,17,27,710,191567
1,2015-02-19 20:06:52,2608,3061,10,14,23,314,147744
1,2015-02-20 22:59:52,2608,998,5,4,4,482,86365
5,2015-02-21 02:36:04,1705,7565,25,21,34,715,68917
3,2015-02-18 21:16:47,2924,3330,22,19,19,185,97692
3,2015-02-20 04:36:21,2924,3809,22,20,17,580,44660
3,2015-02-24 21:20:46,2924,2625,18,18,15,706,250247
3,2015-02-24 00:53:14,2924,805,17,16,15,578,175882
3,2015-02-24 22:07:58,2924,755,16,13,11,594,179969
3,2015-02-19 04:44:41,2924,2630,15,14,10,585,141894
2,2015-02-23 03:40:17,2924,2225,32,32,41,348,177774
3,2015-02-24 22:37:50,2924,3665,12,5,5,632,34054
3,2015-02-21 20:10:20,2924,3745,15,15,25,486,57710
3,2015-02-24 21:30:32,2924,2599,19,16,16,558,178204
6,2015-02-25 04:32:02,5810,1775,NA,NA,NA,563,203354
6,2015-02-20 20:22:14,5810,1950,NA,NA,NA,218,222081
6,2015-02-21 19:26:51,5810,3225,NA,NA,NA,587,100640
6,2015-02-23 20:09:56,5810,5390,NA,NA,NA,224,104928
6,2015-02-22 05:13:49,5810,2950,NA,NA,NA,622,23491
6,2015-02-22 04:07:08,5810,3720,NA,NA,NA,447,151839
6,2015-02-22 05:18:59,5810,3690,NA,NA,NA,739,122386
6,2015-02-20 19:27:28,5810,3775,NA,NA,NA,871,159010
6,2015-02-22 19:10:39,5810,1425,NA,NA,NA,498,213886
6,2015-02-22 01:57:02,5587,3370,NA,NA,NA,220,219313
6,2015-02-19 02:46:03,5587,1600,NA,NA,NA,365,113344
3,2015-02-24 04:24:42,2924,2599,27,23,22,614,54857
5,2015-02-23 00:11:52,2031,3415,13,13,16,1022,179230
5,2015-02-22 21:11:24,2031,1570,14,14,16,492,144648
5,2015-02-22 02:14:55,2031,5220,25,22,41,952,112468
5,2015-02-19 02:24:35,2031,2240,21,18,22,809,79246
5,2015-02-19 03:46:20,2031,2125,23,19,21,987,176258
5,2015-02-20 02:21:50,2031,3115,28,23,36,597,205885
6,2015-02-22 02:24:39,1504,13006,29,34,51,1088,39528
3,2015-02-18 22:07:17,1504,1325,6,2,2,495,194667
3,2015-02-24 02:46:22,1504,2590,27,27,25,646,229183
3,2015-02-21 01:22:53,1504,4795,14,14,16,535,88919
3,2015-02-22 22:13:02,1504,2720,14,14,18,466,243966
3,2015-02-24 04:02:24,1504,1720,17,16,15,704,55142
3,2015-02-18 23:31:02,1504,4050,5,5,5,286,227088
3,2015-02-22 02:49:25,1504,5440,25,25,33,764,28371
3,2015-02-22 00:26:47,1504,8240,12,12,13,546,191996
3,2015-02-23 01:50:36,1504,2645,23,23,34,644,182690
3,2015-02-18 21:40:03,1504,2940,8,5,5,533,140524
3,2015-02-22 21:58:34,1504,2745,13,13,16,593,12683
3,2015-02-23 02:24:39,1504,2950,26,26,33,507,222440
3,2015-02-20 01:02:09,1504,1295,10,10,9,308,1095
1,2015-02-25 01:27:24,4765,15805,5,5,6,608,142645
1,2015-02-23 01:38:37,4765,1595,16,11,11,141,101571
1,2015-02-23 01:36:54,4765,3985,16,11,11,759,92115
1,2015-02-22 01:58:59,4765,2095,13,13,16,776,135125
3,2015-02-22 02:31:11,1141,2289,2,6,12,378,89558
2,2015-02-20 23:28:51,5377,1875,39,40,50,864,68411
2,2015-02-21 20:12:54,5377,845,76,76,101,737,35666
2,2015-02-19 22:50:45,5377,2685,38,27,30,535,144110
2,2015-02-22 03:55:49,5377,2395,130,127,168,663,235346
2,2015-02-19 23:38:35,5377,1545,39,30,35,690,249343
2,2015-02-24 02:49:50,5377,3090,104,69,115,76,159857
2,2015-02-23 19:34:03,5377,1040,34,30,58,563,212434
2,2015-02-22 02:05:19,5377,4354,143,135,246,510,195694
2,2015-02-22 03:53:41,5377,3785,132,132,179,646,104993
2,2015-02-19 23:36:06,5377,1300,39,30,35,713,39374
2,2015-02-22 01:21:19,5377,845,99,98,173,471,195652
2,2015-02-20 02:57:08,5377,845,152,101,189,387,233844
3,2015-02-20 16:26:42,586,3000,4,3,3,590,96507
3,2015-02-19 16:23:34,586,3550,2,2,2,795,192142
3,2015-02-24 17:13:42,586,4100,4,4,5,615,245558
3,2015-02-19 01:21:19,586,2400,29,24,26,646,214013
3,2015-02-24 02:24:05,3480,2685,6,6,7,458,242572
3,2015-02-19 01:24:19,3480,2190,6,3,3,588,109024
3,2015-02-19 04:01:25,3480,1194,4,3,3,515,128879
3,2015-02-22 01:12:27,3480,3580,3,3,4,318,81545
3,2015-02-21 01:09:59,3480,1490,7,5,5,650,114680
2,2015-02-23 22:36:45,4196,638,16,15,15,216,193790
NA,2015-02-22 04:02:02,4196,1426,49,47,75,1155,103619
1,2015-02-22 19:53:51,4196,1958,21,18,30,1095,175444
1,2015-02-19 00:21:03,4196,1253,20,17,21,920,241891
1,2015-02-22 03:48:23,4196,1476,51,51,78,655,157196
5,2015-02-21 05:27:51,1841,3724,35,23,26,434,237149
5,2015-02-24 01:09:10,1841,8150,22,15,16,533,103934
1,2015-02-23 03:51:01,3723,975,21,20,38,261,55752
1,2015-02-23 21:40:47,3723,790,5,5,6,396,198715
1,2015-02-24 19:21:23,3723,875,9,9,7,390,223304
1,2015-02-22 19:06:28,6328,499,11,11,17,588,129892
1,2015-02-18 16:36:00,6328,275,4,1,3,545,149933
1,2015-02-21 15:38:37,6328,1596,3,3,3,469,3300
5,2015-02-19 02:34:58,1085,1929,56,27,45,520,50435
5,2015-02-20 04:23:51,1085,1829,43,33,52,661,46603
6,2015-02-23 01:45:15,3703,4500,NA,NA,NA,404,199126
6,2015-02-25 02:11:37,3703,2900,NA,NA,NA,361,101880
6,2015-02-22 03:35:09,3703,2400,NA,NA,NA,762,104405
6,2015-02-22 01:11:52,3703,10800,NA,NA,NA,510,23649
6,2015-02-24 03:07:03,3703,2850,NA,NA,NA,249,111367
2,2015-02-22 01:18:54,5890,4330,66,66,109,774,238509
2,2015-02-23 00:59:39,5890,1250,69,64,67,732,100533
2,2015-02-22 02:20:48,5890,1325,105,103,207,761,21776
2,2015-02-22 04:48:29,5890,3270,55,54,86,369,220182
1,2015-02-20 19:14:15,6552,970,8,8,8,231,94323
1,2015-02-21 20:49:19,6552,1440,6,5,2,231,223826
3,2015-02-23 02:18:24,1939,4600,53,51,57,424,107198
3,2015-02-25 01:56:01,1939,2800,40,24,23,322,51725
3,2015-02-24 04:53:39,1939,8900,18,11,9,472,112974
3,2015-02-23 01:43:16,1939,6100,51,47,51,322,176609
3,2015-02-21 02:45:21,1939,2700,59,58,64,424,129658
4,2015-02-22 20:23:36,2482,2856,57,57,57,1187,150522
4,2015-02-23 19:30:24,2482,949,59,59,140,386,184250
4,2015-02-25 01:56:12,2482,1169,106,102,156,1054,226058
4,2015-02-21 23:13:24,2482,829,37,36,39,446,15494
4,2015-02-20 02:56:25,2482,3554,117,116,193,290,45399
2,2015-02-21 01:39:20,5890,3125,114,103,165,658,172242
2,2015-02-19 01:47:57,5890,1725,91,68,77,797,19805
2,2015-02-24 01:55:17,5890,3050,89,56,62,791,154615
2,2015-02-21 00:59:41,5890,975,56,56,83,638,217322
2,2015-02-22 01:17:44,5890,2655,66,66,109,786,116357
2,2015-02-19 00:58:09,5890,3399,36,31,33,748,133624
2,2015-02-22 20:17:09,5890,2025,49,46,42,233,35553
2,2015-02-23 20:08:44,5890,2460,39,38,56,280,30491
2,2015-02-22 02:27:23,5890,4440,108,106,215,603,2228
2,2015-02-19 03:27:25,5890,2890,90,78,119,616,7050
2,2015-02-25 03:39:01,5890,2465,78,71,93,645,242008
2,2015-02-21 20:55:54,5890,1349,56,45,51,628,51064
2,2015-02-25 03:33:07,5890,1100,82,74,102,349,115565
4,2015-02-23 20:34:59,2482,3324,71,71,120,380,76042
4,2015-02-22 00:29:59,2482,3064,53,44,59,534,214272
4,2015-02-23 02:12:01,2482,3243,122,100,165,680,146629
4,2015-02-23 23:29:34,2482,1507,19,18,23,1038,227700
4,2015-02-22 20:23:13,2482,1258,57,57,57,458,217732
4,2015-02-22 01:02:05,2482,899,75,63,99,757,156942
4,2015-02-24 02:06:16,2482,1178,97,83,116,238,180378
4,2015-02-25 00:50:10,2482,1263,59,55,84,634,106803
4,2015-02-20 20:06:25,2482,1848,98,95,164,921,75910
6,2015-02-24 01:56:52,2482,2385,92,87,111,817,237728
2,2015-02-23 01:24:50,2482,999,86,82,113,820,148649
4,2015-02-23 18:32:51,2482,1848,15,15,19,294,248982
1,2015-02-23 01:01:27,2482,1507,71,62,77,1017,52605
4,2015-02-24 19:22:35,2482,1278,63,63,137,848,205116
2,2015-02-20 02:22:15,5890,4015,109,83,129,544,222026
2,2015-02-23 02:07:22,5890,1623,129,88,138,349,142814
2,2015-02-20 01:55:35,5890,1945,91,86,123,478,86303
2,2015-02-20 23:51:31,5890,5900,21,19,26,473,46634
2,2015-02-23 02:20:45,5890,2919,122,74,116,435,156395
2,2015-02-21 23:58:06,5890,1150,32,29,32,549,29406
2,2015-02-18 21:01:24,5890,2489,48,39,39,695,159449
2,2015-02-24 03:30:21,5890,1020,84,70,99,349,16674
2,2015-02-20 01:53:08,5890,2600,91,87,118,554,96583
2,2015-02-21 21:26:00,5890,1960,55,47,57,261,39153
2,2015-02-19 23:42:15,5890,3150,20,16,15,193,207429
2,2015-02-21 03:09:00,5890,1170,133,129,188,458,190264
4,2015-02-21 19:08:08,2482,1169,34,34,38,1058,175298
4,2015-02-21 00:41:15,2482,1887,66,54,60,627,179983
4,2015-02-24 19:28:28,2482,899,67,66,129,489,157066
4,2015-02-23 01:12:13,2482,3484,73,71,102,511,81278
4,2015-02-23 00:03:12,2482,1557,40,32,36,460,201075
4,2015-02-20 02:45:14,2482,1687,118,112,175,455,162942
4,2015-02-23 20:42:01,2482,829,71,67,116,880,120297
4,2015-02-23 01:05:16,2482,899,73,69,95,658,56955
4,2015-02-22 20:49:56,2482,1826,57,54,61,960,20888
4,2015-02-25 02:27:03,2482,1478,113,110,175,632,147455
4,2015-02-20 02:43:01,2482,4042,114,110,168,396,66394
4,2015-02-22 00:27:34,2482,829,53,44,59,918,116726
4,2015-02-23 18:32:37,2482,2727,15,15,19,935,47632
2,2015-02-22 22:08:54,5890,3825,47,41,37,807,197067
2,2015-02-25 02:02:15,5890,3444,87,58,78,818,99765
2,2015-02-24 02:57:05,5890,1525,93,46,82,1058,66822
